obs_id,code,irai_theme,country,iso3,year,verified_value,data_source,indicator_name,indicator_type,variant,variant_type,query
1536,FWCI,Transparency,Costa Rica,CRI,2016,1.12140281066406,the Stanford AI Index (via Scopus),the field-weighted citation impact for AI publications,continuous,1,direct_numeric,"According to the Stanford AI Index (via Scopus), what was the field-weighted citation impact for AI publications for Costa Rica in 2016? Please provide a specific numeric value if the information is available to you."
1536,FWCI,Transparency,Costa Rica,CRI,2016,1.12140281066406,the Stanford AI Index (via Scopus),the field-weighted citation impact for AI publications,continuous,2,comparative,"According to the Stanford AI Index (via Scopus), how did Costa Rica's field-weighted citation impact for AI publications in 2016 compare to the average for its geographic region? Please provide specific numeric values for Costa Rica and the regional average if the information is available to you."
1536,FWCI,Transparency,Costa Rica,CRI,2016,1.12140281066406,the Stanford AI Index (via Scopus),the field-weighted citation impact for AI publications,continuous,3,contextual,"You are providing data support for an AI governance analysis. A researcher is preparing a cross-national assessment of Transparency indicators. According to the Stanford AI Index (via Scopus), what was the field-weighted citation impact for AI publications for Costa Rica in 2016? Please provide a specific numeric value if the information is available to you."
1537,FWCI,Transparency,Cote D'Ivoire,CIV,2016,3.92510018559996,the Stanford AI Index (via Scopus),the field-weighted citation impact for AI publications,continuous,1,direct_numeric,"According to the Stanford AI Index (via Scopus), what was the field-weighted citation impact for AI publications for Cote D'Ivoire in 2016? Please provide a specific numeric value if the information is available to you."
1537,FWCI,Transparency,Cote D'Ivoire,CIV,2016,3.92510018559996,the Stanford AI Index (via Scopus),the field-weighted citation impact for AI publications,continuous,2,comparative,"According to the Stanford AI Index (via Scopus), how did Cote D'Ivoire's field-weighted citation impact for AI publications in 2016 compare to the average for its geographic region? Please provide specific numeric values for Cote D'Ivoire and the regional average if the information is available to you."
1537,FWCI,Transparency,Cote D'Ivoire,CIV,2016,3.92510018559996,the Stanford AI Index (via Scopus),the field-weighted citation impact for AI publications,continuous,3,contextual,"You are providing data support for an AI governance analysis. A researcher is preparing a cross-national assessment of Transparency indicators. According to the Stanford AI Index (via Scopus), what was the field-weighted citation impact for AI publications for Cote D'Ivoire in 2016? Please provide a specific numeric value if the information is available to you."
1538,FWCI,Transparency,Croatia,HRV,2016,0.992756207867279,the Stanford AI Index (via Scopus),the field-weighted citation impact for AI publications,continuous,1,direct_numeric,"According to the Stanford AI Index (via Scopus), what was the field-weighted citation impact for AI publications for Croatia in 2016? Please provide a specific numeric value if the information is available to you."
1538,FWCI,Transparency,Croatia,HRV,2016,0.992756207867279,the Stanford AI Index (via Scopus),the field-weighted citation impact for AI publications,continuous,2,comparative,"According to the Stanford AI Index (via Scopus), how did Croatia's field-weighted citation impact for AI publications in 2016 compare to the average for its geographic region? Please provide specific numeric values for Croatia and the regional average if the information is available to you."
1538,FWCI,Transparency,Croatia,HRV,2016,0.992756207867279,the Stanford AI Index (via Scopus),the field-weighted citation impact for AI publications,continuous,3,contextual,"You are providing data support for an AI governance analysis. A researcher is preparing a cross-national assessment of Transparency indicators. According to the Stanford AI Index (via Scopus), what was the field-weighted citation impact for AI publications for Croatia in 2016? Please provide a specific numeric value if the information is available to you."
1539,FWCI,Transparency,Cuba,CUB,2016,1.18534767304614,the Stanford AI Index (via Scopus),the field-weighted citation impact for AI publications,continuous,1,direct_numeric,"According to the Stanford AI Index (via Scopus), what was the field-weighted citation impact for AI publications for Cuba in 2016? Please provide a specific numeric value if the information is available to you."
1539,FWCI,Transparency,Cuba,CUB,2016,1.18534767304614,the Stanford AI Index (via Scopus),the field-weighted citation impact for AI publications,continuous,2,comparative,"According to the Stanford AI Index (via Scopus), how did Cuba's field-weighted citation impact for AI publications in 2016 compare to the average for its geographic region? Please provide specific numeric values for Cuba and the regional average if the information is available to you."
1539,FWCI,Transparency,Cuba,CUB,2016,1.18534767304614,the Stanford AI Index (via Scopus),the field-weighted citation impact for AI publications,continuous,3,contextual,"You are providing data support for an AI governance analysis. A researcher is preparing a cross-national assessment of Transparency indicators. According to the Stanford AI Index (via Scopus), what was the field-weighted citation impact for AI publications for Cuba in 2016? Please provide a specific numeric value if the information is available to you."
1540,FWCI,Transparency,Cyprus,CYP,2016,1.02846676286553,the Stanford AI Index (via Scopus),the field-weighted citation impact for AI publications,continuous,1,direct_numeric,"According to the Stanford AI Index (via Scopus), what was the field-weighted citation impact for AI publications for Cyprus in 2016? Please provide a specific numeric value if the information is available to you."
1540,FWCI,Transparency,Cyprus,CYP,2016,1.02846676286553,the Stanford AI Index (via Scopus),the field-weighted citation impact for AI publications,continuous,2,comparative,"According to the Stanford AI Index (via Scopus), how did Cyprus's field-weighted citation impact for AI publications in 2016 compare to the average for its geographic region? Please provide specific numeric values for Cyprus and the regional average if the information is available to you."
1540,FWCI,Transparency,Cyprus,CYP,2016,1.02846676286553,the Stanford AI Index (via Scopus),the field-weighted citation impact for AI publications,continuous,3,contextual,"You are providing data support for an AI governance analysis. A researcher is preparing a cross-national assessment of Transparency indicators. According to the Stanford AI Index (via Scopus), what was the field-weighted citation impact for AI publications for Cyprus in 2016? Please provide a specific numeric value if the information is available to you."
1541,FWCI,Transparency,Czechia,CZE,2016,1.43276835133278,the Stanford AI Index (via Scopus),the field-weighted citation impact for AI publications,continuous,1,direct_numeric,"According to the Stanford AI Index (via Scopus), what was the field-weighted citation impact for AI publications for Czechia in 2016? Please provide a specific numeric value if the information is available to you."
1541,FWCI,Transparency,Czechia,CZE,2016,1.43276835133278,the Stanford AI Index (via Scopus),the field-weighted citation impact for AI publications,continuous,2,comparative,"According to the Stanford AI Index (via Scopus), how did Czechia's field-weighted citation impact for AI publications in 2016 compare to the average for its geographic region? Please provide specific numeric values for Czechia and the regional average if the information is available to you."
1541,FWCI,Transparency,Czechia,CZE,2016,1.43276835133278,the Stanford AI Index (via Scopus),the field-weighted citation impact for AI publications,continuous,3,contextual,"You are providing data support for an AI governance analysis. A researcher is preparing a cross-national assessment of Transparency indicators. According to the Stanford AI Index (via Scopus), what was the field-weighted citation impact for AI publications for Czechia in 2016? Please provide a specific numeric value if the information is available to you."
1542,FWCI,Transparency,Denmark,DNK,2016,2.68278002600475,the Stanford AI Index (via Scopus),the field-weighted citation impact for AI publications,continuous,1,direct_numeric,"According to the Stanford AI Index (via Scopus), what was the field-weighted citation impact for AI publications for Denmark in 2016? Please provide a specific numeric value if the information is available to you."
1542,FWCI,Transparency,Denmark,DNK,2016,2.68278002600475,the Stanford AI Index (via Scopus),the field-weighted citation impact for AI publications,continuous,2,comparative,"According to the Stanford AI Index (via Scopus), how did Denmark's field-weighted citation impact for AI publications in 2016 compare to the average for its geographic region? Please provide specific numeric values for Denmark and the regional average if the information is available to you."
1542,FWCI,Transparency,Denmark,DNK,2016,2.68278002600475,the Stanford AI Index (via Scopus),the field-weighted citation impact for AI publications,continuous,3,contextual,"You are providing data support for an AI governance analysis. A researcher is preparing a cross-national assessment of Transparency indicators. According to the Stanford AI Index (via Scopus), what was the field-weighted citation impact for AI publications for Denmark in 2016? Please provide a specific numeric value if the information is available to you."
1543,FWCI,Transparency,Ecuador,ECU,2016,0.975404388130604,the Stanford AI Index (via Scopus),the field-weighted citation impact for AI publications,continuous,1,direct_numeric,"According to the Stanford AI Index (via Scopus), what was the field-weighted citation impact for AI publications for Ecuador in 2016? Please provide a specific numeric value if the information is available to you."
1543,FWCI,Transparency,Ecuador,ECU,2016,0.975404388130604,the Stanford AI Index (via Scopus),the field-weighted citation impact for AI publications,continuous,2,comparative,"According to the Stanford AI Index (via Scopus), how did Ecuador's field-weighted citation impact for AI publications in 2016 compare to the average for its geographic region? Please provide specific numeric values for Ecuador and the regional average if the information is available to you."
1543,FWCI,Transparency,Ecuador,ECU,2016,0.975404388130604,the Stanford AI Index (via Scopus),the field-weighted citation impact for AI publications,continuous,3,contextual,"You are providing data support for an AI governance analysis. A researcher is preparing a cross-national assessment of Transparency indicators. According to the Stanford AI Index (via Scopus), what was the field-weighted citation impact for AI publications for Ecuador in 2016? Please provide a specific numeric value if the information is available to you."
1544,FWCI,Transparency,Egypt,EGY,2016,1.40673933420044,the Stanford AI Index (via Scopus),the field-weighted citation impact for AI publications,continuous,1,direct_numeric,"According to the Stanford AI Index (via Scopus), what was the field-weighted citation impact for AI publications for Egypt in 2016? Please provide a specific numeric value if the information is available to you."
1544,FWCI,Transparency,Egypt,EGY,2016,1.40673933420044,the Stanford AI Index (via Scopus),the field-weighted citation impact for AI publications,continuous,2,comparative,"According to the Stanford AI Index (via Scopus), how did Egypt's field-weighted citation impact for AI publications in 2016 compare to the average for its geographic region? Please provide specific numeric values for Egypt and the regional average if the information is available to you."
1544,FWCI,Transparency,Egypt,EGY,2016,1.40673933420044,the Stanford AI Index (via Scopus),the field-weighted citation impact for AI publications,continuous,3,contextual,"You are providing data support for an AI governance analysis. A researcher is preparing a cross-national assessment of Transparency indicators. According to the Stanford AI Index (via Scopus), what was the field-weighted citation impact for AI publications for Egypt in 2016? Please provide a specific numeric value if the information is available to you."
1545,FWCI,Transparency,Estonia,EST,2016,1.77890279741234,the Stanford AI Index (via Scopus),the field-weighted citation impact for AI publications,continuous,1,direct_numeric,"According to the Stanford AI Index (via Scopus), what was the field-weighted citation impact for AI publications for Estonia in 2016? Please provide a specific numeric value if the information is available to you."
1545,FWCI,Transparency,Estonia,EST,2016,1.77890279741234,the Stanford AI Index (via Scopus),the field-weighted citation impact for AI publications,continuous,2,comparative,"According to the Stanford AI Index (via Scopus), how did Estonia's field-weighted citation impact for AI publications in 2016 compare to the average for its geographic region? Please provide specific numeric values for Estonia and the regional average if the information is available to you."
1545,FWCI,Transparency,Estonia,EST,2016,1.77890279741234,the Stanford AI Index (via Scopus),the field-weighted citation impact for AI publications,continuous,3,contextual,"You are providing data support for an AI governance analysis. A researcher is preparing a cross-national assessment of Transparency indicators. According to the Stanford AI Index (via Scopus), what was the field-weighted citation impact for AI publications for Estonia in 2016? Please provide a specific numeric value if the information is available to you."
1546,FWCI,Transparency,Eswatini,SWZ,2016,0.0,the Stanford AI Index (via Scopus),the field-weighted citation impact for AI publications,continuous,1,direct_numeric,"According to the Stanford AI Index (via Scopus), what was the field-weighted citation impact for AI publications for Eswatini in 2016? Please provide a specific numeric value if the information is available to you."
1546,FWCI,Transparency,Eswatini,SWZ,2016,0.0,the Stanford AI Index (via Scopus),the field-weighted citation impact for AI publications,continuous,2,comparative,"According to the Stanford AI Index (via Scopus), how did Eswatini's field-weighted citation impact for AI publications in 2016 compare to the average for its geographic region? Please provide specific numeric values for Eswatini and the regional average if the information is available to you."
1546,FWCI,Transparency,Eswatini,SWZ,2016,0.0,the Stanford AI Index (via Scopus),the field-weighted citation impact for AI publications,continuous,3,contextual,"You are providing data support for an AI governance analysis. A researcher is preparing a cross-national assessment of Transparency indicators. According to the Stanford AI Index (via Scopus), what was the field-weighted citation impact for AI publications for Eswatini in 2016? Please provide a specific numeric value if the information is available to you."
1547,FWCI,Transparency,Ethiopia,ETH,2016,0.276747604081627,the Stanford AI Index (via Scopus),the field-weighted citation impact for AI publications,continuous,1,direct_numeric,"According to the Stanford AI Index (via Scopus), what was the field-weighted citation impact for AI publications for Ethiopia in 2016? Please provide a specific numeric value if the information is available to you."
1547,FWCI,Transparency,Ethiopia,ETH,2016,0.276747604081627,the Stanford AI Index (via Scopus),the field-weighted citation impact for AI publications,continuous,2,comparative,"According to the Stanford AI Index (via Scopus), how did Ethiopia's field-weighted citation impact for AI publications in 2016 compare to the average for its geographic region? Please provide specific numeric values for Ethiopia and the regional average if the information is available to you."
1547,FWCI,Transparency,Ethiopia,ETH,2016,0.276747604081627,the Stanford AI Index (via Scopus),the field-weighted citation impact for AI publications,continuous,3,contextual,"You are providing data support for an AI governance analysis. A researcher is preparing a cross-national assessment of Transparency indicators. According to the Stanford AI Index (via Scopus), what was the field-weighted citation impact for AI publications for Ethiopia in 2016? Please provide a specific numeric value if the information is available to you."
1548,FWCI,Transparency,Fiji,FJI,2016,0.651755597425035,the Stanford AI Index (via Scopus),the field-weighted citation impact for AI publications,continuous,1,direct_numeric,"According to the Stanford AI Index (via Scopus), what was the field-weighted citation impact for AI publications for Fiji in 2016? Please provide a specific numeric value if the information is available to you."
1548,FWCI,Transparency,Fiji,FJI,2016,0.651755597425035,the Stanford AI Index (via Scopus),the field-weighted citation impact for AI publications,continuous,2,comparative,"According to the Stanford AI Index (via Scopus), how did Fiji's field-weighted citation impact for AI publications in 2016 compare to the average for its geographic region? Please provide specific numeric values for Fiji and the regional average if the information is available to you."
1548,FWCI,Transparency,Fiji,FJI,2016,0.651755597425035,the Stanford AI Index (via Scopus),the field-weighted citation impact for AI publications,continuous,3,contextual,"You are providing data support for an AI governance analysis. A researcher is preparing a cross-national assessment of Transparency indicators. According to the Stanford AI Index (via Scopus), what was the field-weighted citation impact for AI publications for Fiji in 2016? Please provide a specific numeric value if the information is available to you."
1549,FWCI,Transparency,Finland,FIN,2016,2.21830551269676,the Stanford AI Index (via Scopus),the field-weighted citation impact for AI publications,continuous,1,direct_numeric,"According to the Stanford AI Index (via Scopus), what was the field-weighted citation impact for AI publications for Finland in 2016? Please provide a specific numeric value if the information is available to you."
1549,FWCI,Transparency,Finland,FIN,2016,2.21830551269676,the Stanford AI Index (via Scopus),the field-weighted citation impact for AI publications,continuous,2,comparative,"According to the Stanford AI Index (via Scopus), how did Finland's field-weighted citation impact for AI publications in 2016 compare to the average for its geographic region? Please provide specific numeric values for Finland and the regional average if the information is available to you."
1549,FWCI,Transparency,Finland,FIN,2016,2.21830551269676,the Stanford AI Index (via Scopus),the field-weighted citation impact for AI publications,continuous,3,contextual,"You are providing data support for an AI governance analysis. A researcher is preparing a cross-national assessment of Transparency indicators. According to the Stanford AI Index (via Scopus), what was the field-weighted citation impact for AI publications for Finland in 2016? Please provide a specific numeric value if the information is available to you."
1550,FWCI,Transparency,France,FRA,2016,1.59170894260817,the Stanford AI Index (via Scopus),the field-weighted citation impact for AI publications,continuous,1,direct_numeric,"According to the Stanford AI Index (via Scopus), what was the field-weighted citation impact for AI publications for France in 2016? Please provide a specific numeric value if the information is available to you."
1550,FWCI,Transparency,France,FRA,2016,1.59170894260817,the Stanford AI Index (via Scopus),the field-weighted citation impact for AI publications,continuous,2,comparative,"According to the Stanford AI Index (via Scopus), how did France's field-weighted citation impact for AI publications in 2016 compare to the average for its geographic region? Please provide specific numeric values for France and the regional average if the information is available to you."
1550,FWCI,Transparency,France,FRA,2016,1.59170894260817,the Stanford AI Index (via Scopus),the field-weighted citation impact for AI publications,continuous,3,contextual,"You are providing data support for an AI governance analysis. A researcher is preparing a cross-national assessment of Transparency indicators. According to the Stanford AI Index (via Scopus), what was the field-weighted citation impact for AI publications for France in 2016? Please provide a specific numeric value if the information is available to you."
1551,FWCI,Transparency,Gabon,GAB,2016,0.525267951507675,the Stanford AI Index (via Scopus),the field-weighted citation impact for AI publications,continuous,1,direct_numeric,"According to the Stanford AI Index (via Scopus), what was the field-weighted citation impact for AI publications for Gabon in 2016? Please provide a specific numeric value if the information is available to you."
1551,FWCI,Transparency,Gabon,GAB,2016,0.525267951507675,the Stanford AI Index (via Scopus),the field-weighted citation impact for AI publications,continuous,2,comparative,"According to the Stanford AI Index (via Scopus), how did Gabon's field-weighted citation impact for AI publications in 2016 compare to the average for its geographic region? Please provide specific numeric values for Gabon and the regional average if the information is available to you."
1551,FWCI,Transparency,Gabon,GAB,2016,0.525267951507675,the Stanford AI Index (via Scopus),the field-weighted citation impact for AI publications,continuous,3,contextual,"You are providing data support for an AI governance analysis. A researcher is preparing a cross-national assessment of Transparency indicators. According to the Stanford AI Index (via Scopus), what was the field-weighted citation impact for AI publications for Gabon in 2016? Please provide a specific numeric value if the information is available to you."
1552,FWCI,Transparency,Gambia,GMB,2016,0.646298383178303,the Stanford AI Index (via Scopus),the field-weighted citation impact for AI publications,continuous,1,direct_numeric,"According to the Stanford AI Index (via Scopus), what was the field-weighted citation impact for AI publications for Gambia in 2016? Please provide a specific numeric value if the information is available to you."
1552,FWCI,Transparency,Gambia,GMB,2016,0.646298383178303,the Stanford AI Index (via Scopus),the field-weighted citation impact for AI publications,continuous,2,comparative,"According to the Stanford AI Index (via Scopus), how did Gambia's field-weighted citation impact for AI publications in 2016 compare to the average for its geographic region? Please provide specific numeric values for Gambia and the regional average if the information is available to you."
1552,FWCI,Transparency,Gambia,GMB,2016,0.646298383178303,the Stanford AI Index (via Scopus),the field-weighted citation impact for AI publications,continuous,3,contextual,"You are providing data support for an AI governance analysis. A researcher is preparing a cross-national assessment of Transparency indicators. According to the Stanford AI Index (via Scopus), what was the field-weighted citation impact for AI publications for Gambia in 2016? Please provide a specific numeric value if the information is available to you."
1553,FWCI,Transparency,Georgia,GEO,2016,1.24290042692879,the Stanford AI Index (via Scopus),the field-weighted citation impact for AI publications,continuous,1,direct_numeric,"According to the Stanford AI Index (via Scopus), what was the field-weighted citation impact for AI publications for Georgia in 2016? Please provide a specific numeric value if the information is available to you."
1553,FWCI,Transparency,Georgia,GEO,2016,1.24290042692879,the Stanford AI Index (via Scopus),the field-weighted citation impact for AI publications,continuous,2,comparative,"According to the Stanford AI Index (via Scopus), how did Georgia's field-weighted citation impact for AI publications in 2016 compare to the average for its geographic region? Please provide specific numeric values for Georgia and the regional average if the information is available to you."
1553,FWCI,Transparency,Georgia,GEO,2016,1.24290042692879,the Stanford AI Index (via Scopus),the field-weighted citation impact for AI publications,continuous,3,contextual,"You are providing data support for an AI governance analysis. A researcher is preparing a cross-national assessment of Transparency indicators. According to the Stanford AI Index (via Scopus), what was the field-weighted citation impact for AI publications for Georgia in 2016? Please provide a specific numeric value if the information is available to you."
1554,FWCI,Transparency,Germany,DEU,2016,2.17015297645854,the Stanford AI Index (via Scopus),the field-weighted citation impact for AI publications,continuous,1,direct_numeric,"According to the Stanford AI Index (via Scopus), what was the field-weighted citation impact for AI publications for Germany in 2016? Please provide a specific numeric value if the information is available to you."
1554,FWCI,Transparency,Germany,DEU,2016,2.17015297645854,the Stanford AI Index (via Scopus),the field-weighted citation impact for AI publications,continuous,2,comparative,"According to the Stanford AI Index (via Scopus), how did Germany's field-weighted citation impact for AI publications in 2016 compare to the average for its geographic region? Please provide specific numeric values for Germany and the regional average if the information is available to you."
1554,FWCI,Transparency,Germany,DEU,2016,2.17015297645854,the Stanford AI Index (via Scopus),the field-weighted citation impact for AI publications,continuous,3,contextual,"You are providing data support for an AI governance analysis. A researcher is preparing a cross-national assessment of Transparency indicators. According to the Stanford AI Index (via Scopus), what was the field-weighted citation impact for AI publications for Germany in 2016? Please provide a specific numeric value if the information is available to you."
1555,FWCI,Transparency,Ghana,GHA,2016,0.645804180415184,the Stanford AI Index (via Scopus),the field-weighted citation impact for AI publications,continuous,1,direct_numeric,"According to the Stanford AI Index (via Scopus), what was the field-weighted citation impact for AI publications for Ghana in 2016? Please provide a specific numeric value if the information is available to you."
1555,FWCI,Transparency,Ghana,GHA,2016,0.645804180415184,the Stanford AI Index (via Scopus),the field-weighted citation impact for AI publications,continuous,2,comparative,"According to the Stanford AI Index (via Scopus), how did Ghana's field-weighted citation impact for AI publications in 2016 compare to the average for its geographic region? Please provide specific numeric values for Ghana and the regional average if the information is available to you."
1555,FWCI,Transparency,Ghana,GHA,2016,0.645804180415184,the Stanford AI Index (via Scopus),the field-weighted citation impact for AI publications,continuous,3,contextual,"You are providing data support for an AI governance analysis. A researcher is preparing a cross-national assessment of Transparency indicators. According to the Stanford AI Index (via Scopus), what was the field-weighted citation impact for AI publications for Ghana in 2016? Please provide a specific numeric value if the information is available to you."
1556,FWCI,Transparency,Greece,GRC,2016,1.4530519680777,the Stanford AI Index (via Scopus),the field-weighted citation impact for AI publications,continuous,1,direct_numeric,"According to the Stanford AI Index (via Scopus), what was the field-weighted citation impact for AI publications for Greece in 2016? Please provide a specific numeric value if the information is available to you."
1556,FWCI,Transparency,Greece,GRC,2016,1.4530519680777,the Stanford AI Index (via Scopus),the field-weighted citation impact for AI publications,continuous,2,comparative,"According to the Stanford AI Index (via Scopus), how did Greece's field-weighted citation impact for AI publications in 2016 compare to the average for its geographic region? Please provide specific numeric values for Greece and the regional average if the information is available to you."
1556,FWCI,Transparency,Greece,GRC,2016,1.4530519680777,the Stanford AI Index (via Scopus),the field-weighted citation impact for AI publications,continuous,3,contextual,"You are providing data support for an AI governance analysis. A researcher is preparing a cross-national assessment of Transparency indicators. According to the Stanford AI Index (via Scopus), what was the field-weighted citation impact for AI publications for Greece in 2016? Please provide a specific numeric value if the information is available to you."
1557,FWCI,Transparency,Guatemala,GTM,2016,2.34592841197853,the Stanford AI Index (via Scopus),the field-weighted citation impact for AI publications,continuous,1,direct_numeric,"According to the Stanford AI Index (via Scopus), what was the field-weighted citation impact for AI publications for Guatemala in 2016? Please provide a specific numeric value if the information is available to you."
1557,FWCI,Transparency,Guatemala,GTM,2016,2.34592841197853,the Stanford AI Index (via Scopus),the field-weighted citation impact for AI publications,continuous,2,comparative,"According to the Stanford AI Index (via Scopus), how did Guatemala's field-weighted citation impact for AI publications in 2016 compare to the average for its geographic region? Please provide specific numeric values for Guatemala and the regional average if the information is available to you."
1557,FWCI,Transparency,Guatemala,GTM,2016,2.34592841197853,the Stanford AI Index (via Scopus),the field-weighted citation impact for AI publications,continuous,3,contextual,"You are providing data support for an AI governance analysis. A researcher is preparing a cross-national assessment of Transparency indicators. According to the Stanford AI Index (via Scopus), what was the field-weighted citation impact for AI publications for Guatemala in 2016? Please provide a specific numeric value if the information is available to you."
1558,FWCI,Transparency,Guyana,GUY,2016,0.634333200984016,the Stanford AI Index (via Scopus),the field-weighted citation impact for AI publications,continuous,1,direct_numeric,"According to the Stanford AI Index (via Scopus), what was the field-weighted citation impact for AI publications for Guyana in 2016? Please provide a specific numeric value if the information is available to you."
1558,FWCI,Transparency,Guyana,GUY,2016,0.634333200984016,the Stanford AI Index (via Scopus),the field-weighted citation impact for AI publications,continuous,2,comparative,"According to the Stanford AI Index (via Scopus), how did Guyana's field-weighted citation impact for AI publications in 2016 compare to the average for its geographic region? Please provide specific numeric values for Guyana and the regional average if the information is available to you."
1558,FWCI,Transparency,Guyana,GUY,2016,0.634333200984016,the Stanford AI Index (via Scopus),the field-weighted citation impact for AI publications,continuous,3,contextual,"You are providing data support for an AI governance analysis. A researcher is preparing a cross-national assessment of Transparency indicators. According to the Stanford AI Index (via Scopus), what was the field-weighted citation impact for AI publications for Guyana in 2016? Please provide a specific numeric value if the information is available to you."
1559,FWCI,Transparency,Hong Kong,HKG,2016,4.27851664560921,the Stanford AI Index (via Scopus),the field-weighted citation impact for AI publications,continuous,1,direct_numeric,"According to the Stanford AI Index (via Scopus), what was the field-weighted citation impact for AI publications for Hong Kong in 2016? Please provide a specific numeric value if the information is available to you."
1559,FWCI,Transparency,Hong Kong,HKG,2016,4.27851664560921,the Stanford AI Index (via Scopus),the field-weighted citation impact for AI publications,continuous,2,comparative,"According to the Stanford AI Index (via Scopus), how did Hong Kong's field-weighted citation impact for AI publications in 2016 compare to the average for its geographic region? Please provide specific numeric values for Hong Kong and the regional average if the information is available to you."
1559,FWCI,Transparency,Hong Kong,HKG,2016,4.27851664560921,the Stanford AI Index (via Scopus),the field-weighted citation impact for AI publications,continuous,3,contextual,"You are providing data support for an AI governance analysis. A researcher is preparing a cross-national assessment of Transparency indicators. According to the Stanford AI Index (via Scopus), what was the field-weighted citation impact for AI publications for Hong Kong in 2016? Please provide a specific numeric value if the information is available to you."
1560,FWCI,Transparency,Hungary,HUN,2016,1.69159438689913,the Stanford AI Index (via Scopus),the field-weighted citation impact for AI publications,continuous,1,direct_numeric,"According to the Stanford AI Index (via Scopus), what was the field-weighted citation impact for AI publications for Hungary in 2016? Please provide a specific numeric value if the information is available to you."
1560,FWCI,Transparency,Hungary,HUN,2016,1.69159438689913,the Stanford AI Index (via Scopus),the field-weighted citation impact for AI publications,continuous,2,comparative,"According to the Stanford AI Index (via Scopus), how did Hungary's field-weighted citation impact for AI publications in 2016 compare to the average for its geographic region? Please provide specific numeric values for Hungary and the regional average if the information is available to you."
1560,FWCI,Transparency,Hungary,HUN,2016,1.69159438689913,the Stanford AI Index (via Scopus),the field-weighted citation impact for AI publications,continuous,3,contextual,"You are providing data support for an AI governance analysis. A researcher is preparing a cross-national assessment of Transparency indicators. According to the Stanford AI Index (via Scopus), what was the field-weighted citation impact for AI publications for Hungary in 2016? Please provide a specific numeric value if the information is available to you."
1561,FWCI,Transparency,Iceland,ISL,2016,1.69640366916881,the Stanford AI Index (via Scopus),the field-weighted citation impact for AI publications,continuous,1,direct_numeric,"According to the Stanford AI Index (via Scopus), what was the field-weighted citation impact for AI publications for Iceland in 2016? Please provide a specific numeric value if the information is available to you."
1561,FWCI,Transparency,Iceland,ISL,2016,1.69640366916881,the Stanford AI Index (via Scopus),the field-weighted citation impact for AI publications,continuous,2,comparative,"According to the Stanford AI Index (via Scopus), how did Iceland's field-weighted citation impact for AI publications in 2016 compare to the average for its geographic region? Please provide specific numeric values for Iceland and the regional average if the information is available to you."
1561,FWCI,Transparency,Iceland,ISL,2016,1.69640366916881,the Stanford AI Index (via Scopus),the field-weighted citation impact for AI publications,continuous,3,contextual,"You are providing data support for an AI governance analysis. A researcher is preparing a cross-national assessment of Transparency indicators. According to the Stanford AI Index (via Scopus), what was the field-weighted citation impact for AI publications for Iceland in 2016? Please provide a specific numeric value if the information is available to you."
1562,FWCI,Transparency,India,IND,2016,1.03732192202826,the Stanford AI Index (via Scopus),the field-weighted citation impact for AI publications,continuous,1,direct_numeric,"According to the Stanford AI Index (via Scopus), what was the field-weighted citation impact for AI publications for India in 2016? Please provide a specific numeric value if the information is available to you."
1562,FWCI,Transparency,India,IND,2016,1.03732192202826,the Stanford AI Index (via Scopus),the field-weighted citation impact for AI publications,continuous,2,comparative,"According to the Stanford AI Index (via Scopus), how did India's field-weighted citation impact for AI publications in 2016 compare to the average for its geographic region? Please provide specific numeric values for India and the regional average if the information is available to you."
1562,FWCI,Transparency,India,IND,2016,1.03732192202826,the Stanford AI Index (via Scopus),the field-weighted citation impact for AI publications,continuous,3,contextual,"You are providing data support for an AI governance analysis. A researcher is preparing a cross-national assessment of Transparency indicators. According to the Stanford AI Index (via Scopus), what was the field-weighted citation impact for AI publications for India in 2016? Please provide a specific numeric value if the information is available to you."
1563,FWCI,Transparency,Indonesia,IDN,2016,1.04447732745894,the Stanford AI Index (via Scopus),the field-weighted citation impact for AI publications,continuous,1,direct_numeric,"According to the Stanford AI Index (via Scopus), what was the field-weighted citation impact for AI publications for Indonesia in 2016? Please provide a specific numeric value if the information is available to you."
1563,FWCI,Transparency,Indonesia,IDN,2016,1.04447732745894,the Stanford AI Index (via Scopus),the field-weighted citation impact for AI publications,continuous,2,comparative,"According to the Stanford AI Index (via Scopus), how did Indonesia's field-weighted citation impact for AI publications in 2016 compare to the average for its geographic region? Please provide specific numeric values for Indonesia and the regional average if the information is available to you."
1563,FWCI,Transparency,Indonesia,IDN,2016,1.04447732745894,the Stanford AI Index (via Scopus),the field-weighted citation impact for AI publications,continuous,3,contextual,"You are providing data support for an AI governance analysis. A researcher is preparing a cross-national assessment of Transparency indicators. According to the Stanford AI Index (via Scopus), what was the field-weighted citation impact for AI publications for Indonesia in 2016? Please provide a specific numeric value if the information is available to you."
1564,FWCI,Transparency,Iran,IRN,2016,1.2543062210714,the Stanford AI Index (via Scopus),the field-weighted citation impact for AI publications,continuous,1,direct_numeric,"According to the Stanford AI Index (via Scopus), what was the field-weighted citation impact for AI publications for Iran in 2016? Please provide a specific numeric value if the information is available to you."
